SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Sun Apr 26 15:39:41 CST 2026
用户: Administrator
暗光谱: 是
参考光谱: 否
光谱数量: 1
光谱仪: USB2+H12950
积分时间（微秒）: 100000 (USB2+H12950)
平均次数: 1 (USB2+H12950)
平滑度: 0 (USB2+H12950)
去除暗噪声: 否 (USB2+H12950)
使用脉冲信号/灯: 否 (USB2+H12950)
电子暗噪声校正: 否 (USB2+H12950)
杂散光校正: 否 (USB2+H12950)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
190.29	17.64
190.67	17.64
191.05	17.64
191.44	-15.12
191.82	-57.97
192.20	-15.12
192.58	105.86
192.96	-37.81
193.35	27.73
193.73	-12.60
194.11	68.06
194.49	-17.64
194.87	-27.73
195.25	68.06
195.64	-2.52
196.02	32.77
196.40	-7.56
196.78	88.22
197.16	-25.21
197.55	50.41
197.93	7.56
198.31	75.62
198.69	-32.77
199.07	10.08
199.45	-73.10
199.83	45.37
200.22	10.08
200.60	105.86
200.98	0.00
201.36	5.04
201.74	-98.30
202.12	75.62
202.50	2.52
202.88	-12.60
203.27	-60.49
203.65	25.21
204.03	47.89
204.41	27.73
204.79	-17.64
205.17	-52.93
205.55	-55.45
205.93	37.81
206.31	45.37
206.70	25.21
207.08	-35.29
207.46	-83.18
207.84	-50.41
208.22	50.41
208.60	-20.16
208.98	-40.33
209.36	52.93
209.74	-63.01
210.12	63.01
210.50	-83.18
210.88	83.18
211.26	120.99
211.64	50.41
212.02	-30.25
212.40	-2.52
212.78	50.41
213.16	113.43
213.55	-35.29
213.93	-2.52
214.31	7.56
214.69	42.85
215.07	12.60
215.45	88.22
215.83	10.08
216.21	126.03
216.59	7.56
216.97	-42.85
217.35	-2.52
217.73	-42.85
218.11	78.14
218.49	-105.86
218.87	-7.56
219.25	63.01
219.63	22.69
220.01	-50.41
220.38	-73.10
220.76	-63.01
221.14	-40.33
221.52	35.29
221.90	-25.21
222.28	-60.49
222.66	-73.10
223.04	30.25
223.42	-22.69
223.80	-15.12
224.18	-50.41
224.56	-68.06
224.94	216.77
225.32	15.12
225.70	-141.15
226.08	-108.38
226.46	-68.06
226.83	-50.41
227.21	-30.25
227.59	-10.08
227.97	-35.29
228.35	17.64
228.73	22.69
229.11	-60.49
229.49	15.12
229.87	85.70
230.25	32.77
230.62	-30.25
231.00	-35.29
231.38	17.64
231.76	22.69
232.14	-7.56
232.52	98.30
232.90	-75.62
233.28	-22.69
233.65	5.04
234.03	-123.51
234.41	-32.77
234.79	90.74
235.17	15.12
235.55	-5.04
235.92	-25.21
236.30	-123.51
236.68	-50.41
237.06	-15.12
237.44	-27.73
237.82	63.01
238.19	120.99
238.57	27.73
238.95	-2.52
239.33	-75.62
239.71	73.10
240.08	0.00
240.46	42.85
240.84	-83.18
241.22	75.62
241.60	45.37
241.97	68.06
242.35	-85.70
242.73	-25.21
243.11	-50.41
243.48	-75.62
243.86	93.26
244.24	7.56
244.62	-10.08
244.99	30.25
245.37	2.52
245.75	-12.60
246.13	-98.30
246.50	-27.73
246.88	-47.89
247.26	10.08
247.64	-57.97
248.01	-93.26
248.39	7.56
248.77	-45.37
249.15	35.29
249.52	57.97
249.90	88.22
250.28	70.58
250.65	42.85
251.03	75.62
251.41	37.81
251.79	25.21
252.16	0.00
252.54	-63.01
252.92	-52.93
253.29	-50.41
253.67	-100.82
254.05	50.41
254.42	-42.85
254.80	-20.16
255.18	-47.89
255.55	40.33
255.93	7.56
256.31	115.95
256.68	-37.81
257.06	95.78
257.44	20.16
257.81	-15.12
258.19	55.45
258.56	-105.86
258.94	-80.66
259.32	63.01
259.69	5.04
260.07	42.85
260.45	32.77
260.82	131.07
261.20	17.64
261.57	12.60
261.95	136.11
262.33	15.12
262.70	-15.12
263.08	32.77
263.45	12.60
263.83	12.60
264.21	63.01
264.58	17.64
264.96	85.70
265.33	-75.62
265.71	-22.69
266.08	-15.12
266.46	22.69
266.84	27.73
267.21	-35.29
267.59	83.18
267.96	7.56
268.34	17.64
268.71	25.21
269.09	68.06
269.46	32.77
269.84	-55.45
270.21	-40.33
270.59	17.64
270.97	-27.73
271.34	12.60
271.72	-25.21
272.09	103.34
272.47	75.62
272.84	85.70
273.22	12.60
273.59	-57.97
273.97	-35.29
274.34	-55.45
274.72	70.58
275.09	-7.56
275.47	17.64
275.84	0.00
276.21	-60.49
276.59	-25.21
276.96	-73.10
277.34	47.89
277.71	-65.54
278.09	-10.08
278.46	-22.69
278.84	-85.70
279.21	-40.33
279.59	32.77
279.96	-80.66
280.33	-75.62
280.71	-32.77
281.08	52.93
281.46	45.37
281.83	7.56
282.21	37.81
282.58	-63.01
282.95	25.21
283.33	-40.33
283.70	-20.16
284.08	78.14
284.45	52.93
284.82	2.52
285.20	-52.93
285.57	70.58
285.95	-10.08
286.32	40.33
286.69	12.60
287.07	73.10
287.44	-25.21
287.82	-27.73
288.19	-47.89
288.56	10.08
288.94	-45.37
289.31	103.34
289.68	-12.60
290.06	42.85
290.43	-113.43
290.80	-42.85
291.18	-35.29
291.55	141.15
291.92	-75.62
292.30	-5.04
292.67	105.86
293.04	-47.89
293.42	7.56
293.79	-10.08
294.16	2.52
294.54	35.29
294.91	52.93
295.28	-55.45
295.65	-5.04
296.03	45.37
296.40	2.52
296.77	-20.16
297.15	10.08
297.52	63.01
297.89	-30.25
298.26	27.73
298.64	-68.06
299.01	73.10
299.38	0.00
299.76	63.01
300.13	-20.16
300.50	0.00
300.87	27.73
301.25	-5.04
301.62	85.70
301.99	-7.56
302.36	7.56
302.73	-123.51
303.11	73.10
303.48	27.73
303.85	-25.21
304.22	110.91
304.60	-10.08
304.97	5.04
305.34	-22.69
305.71	-37.81
306.08	22.69
306.46	30.25
306.83	-20.16
307.20	0.00
307.57	50.41
307.94	0.00
308.31	-2.52
308.69	45.37
309.06	-25.21
309.43	113.43
309.80	98.30
310.17	-10.08
310.54	50.41
310.92	-85.70
311.29	-17.64
311.66	-20.16
312.03	40.33
312.40	52.93
312.77	95.78
313.14	-50.41
313.52	-55.45
313.89	10.08
314.26	-25.21
314.63	25.21
315.00	50.41
315.37	12.60
315.74	120.99
316.11	-5.04
316.49	12.60
316.86	-25.21
317.23	17.64
317.60	15.12
317.97	-131.07
318.34	-5.04
318.71	-35.29
319.08	83.18
319.45	5.04
319.82	40.33
320.19	-2.52
320.56	10.08
320.93	-10.08
321.31	-15.12
321.68	-70.58
322.05	151.23
322.42	-7.56
322.79	17.64
323.16	63.01
323.53	37.81
323.90	42.85
324.27	50.41
324.64	-10.08
325.01	-45.37
325.38	-40.33
325.75	-15.12
326.12	83.18
326.49	85.70
326.86	-55.45
327.23	100.82
327.60	30.25
327.97	166.36
328.34	25.21
328.71	20.16
329.08	-35.29
329.45	-7.56
329.82	30.25
330.19	78.14
330.56	-63.01
330.93	22.69
331.30	-22.69
331.67	57.97
332.04	-35.29
332.41	17.64
332.77	-15.12
333.14	55.45
333.51	27.73
333.88	-30.25
334.25	40.33
334.62	-7.56
334.99	-40.33
335.36	32.77
335.73	-7.56
336.10	120.99
336.47	-50.41
336.84	52.93
337.21	42.85
337.57	-37.81
337.94	-32.77
338.31	47.89
338.68	-50.41
339.05	55.45
339.42	98.30
339.79	57.97
340.16	12.60
340.52	12.60
340.89	7.56
341.26	12.60
341.63	75.62
342.00	57.97
342.37	-20.16
342.74	20.16
343.10	-47.89
343.47	-12.60
343.84	-35.29
344.21	-22.69
344.58	57.97
344.95	78.14
345.31	98.30
345.68	-55.45
346.05	93.26
346.42	47.89
346.79	-52.93
347.16	-25.21
347.52	-12.60
347.89	68.06
348.26	-47.89
348.63	-63.01
348.99	73.10
349.36	-50.41
349.73	-5.04
350.10	12.60
350.47	-113.43
350.83	32.77
351.20	-7.56
351.57	-25.21
351.94	126.03
352.30	27.73
352.67	-52.93
353.04	73.10
353.41	37.81
353.77	63.01
354.14	-42.85
354.51	57.97
354.88	-17.64
355.24	108.38
355.61	57.97
355.98	-52.93
356.34	2.52
356.71	63.01
357.08	-50.41
357.45	57.97
357.81	63.01
358.18	-47.89
358.55	-45.37
358.91	-27.73
359.28	-105.86
359.65	25.21
360.01	15.12
360.38	-75.62
360.75	105.86
361.11	-78.14
361.48	27.73
361.85	-12.60
362.21	-22.69
362.58	-32.77
362.95	-12.60
363.31	-7.56
363.68	-55.45
364.05	50.41
364.41	15.12
364.78	90.74
365.15	-12.60
365.51	68.06
365.88	-20.16
366.24	68.06
366.61	-25.21
366.98	7.56
367.34	12.60
367.71	-68.06
368.07	15.12
368.44	100.82
368.81	115.95
369.17	-30.25
369.54	-7.56
369.90	-32.77
370.27	15.12
370.63	35.29
371.00	50.41
371.37	20.16
371.73	88.22
372.10	-5.04
372.46	-50.41
372.83	7.56
373.19	88.22
373.56	-17.64
373.92	-75.62
374.29	27.73
374.66	83.18
375.02	68.06
375.39	30.25
375.75	32.77
376.12	12.60
376.48	88.22
376.85	-7.56
377.21	25.21
377.58	-25.21
377.94	15.12
378.31	-55.45
378.67	-22.69
379.04	78.14
379.40	-78.14
379.77	45.37
380.13	-45.37
380.50	-12.60
380.86	-42.85
381.22	-68.06
381.59	30.25
381.95	40.33
382.32	-12.60
382.68	75.62
383.05	22.69
383.41	113.43
383.78	30.25
384.14	-120.99
384.50	7.56
384.87	40.33
385.23	-12.60
385.60	-42.85
385.96	-110.91
386.33	-75.62
386.69	12.60
387.05	-12.60
387.42	-32.77
387.78	0.00
388.15	47.89
388.51	-2.52
388.87	-52.93
389.24	-2.52
389.60	95.78
389.97	103.34
390.33	-47.89
390.69	68.06
391.06	-55.45
391.42	5.04
391.78	65.54
392.15	-35.29
392.51	-40.33
392.87	-5.04
393.24	-65.54
393.60	-50.41
393.96	47.89
394.33	-5.04
394.69	35.29
395.05	-40.33
395.42	-17.64
395.78	-12.60
396.14	22.69
396.51	2.52
396.87	-15.12
397.23	-65.53
397.60	-73.10
397.96	63.01
398.32	-17.64
398.68	45.37
399.05	68.06
399.41	42.85
399.77	-2.52
400.14	2.52
400.50	-35.29
400.86	45.37
401.22	-88.22
401.59	57.97
401.95	-15.12
402.31	63.01
402.67	7.56
403.04	-20.16
403.40	-75.62
403.76	37.81
404.12	-12.60
404.48	-17.64
404.85	-7.56
405.21	10.08
405.57	25.21
405.93	-50.41
406.30	55.45
406.66	-5.04
407.02	-88.22
407.38	40.33
407.74	30.25
408.11	60.49
408.47	80.66
408.83	-123.51
409.19	-158.80
409.55	27.73
409.91	32.77
410.28	-115.95
410.64	-90.74
411.00	85.70
411.36	68.06
411.72	-83.18
412.08	35.29
412.45	80.66
412.81	-32.77
413.17	-17.64
413.53	-57.97
413.89	-88.22
414.25	25.21
414.61	-12.60
414.97	60.49
415.34	10.08
415.70	-35.29
416.06	-20.16
416.42	-80.66
416.78	-22.69
417.14	-70.58
417.50	126.03
417.86	5.04
418.22	7.56
418.58	-93.26
418.94	7.56
419.31	-131.07
419.67	-7.56
420.03	-32.77
420.39	5.04
420.75	5.04
421.11	-70.58
421.47	20.16
421.83	65.54
422.19	-63.01
422.55	65.53
422.91	22.69
423.27	5.04
423.63	7.56
423.99	-32.77
424.35	-90.74
424.71	-10.08
425.07	-2.52
425.43	35.29
425.79	-22.69
426.15	108.38
426.51	20.16
426.87	12.60
427.23	22.69
427.59	-52.93
427.95	-57.97
428.31	141.15
428.67	47.89
429.03	-78.14
429.39	-45.37
429.75	-88.22
430.11	42.85
430.47	5.04
430.83	45.37
431.19	-78.14
431.55	-7.56
431.91	-42.85
432.27	7.56
432.62	22.69
432.98	88.22
433.34	5.04
433.70	70.58
434.06	12.60
434.42	-55.45
434.78	12.60
435.14	42.85
435.50	7.56
435.86	-73.10
436.22	22.69
436.57	-17.64
436.93	98.30
437.29	60.49
437.65	27.73
438.01	57.97
438.37	25.21
438.73	-93.26
439.09	-27.73
439.44	65.54
439.80	-55.45
440.16	65.54
440.52	-50.41
440.88	126.03
441.24	78.14
441.59	-50.41
441.95	-17.64
442.31	42.85
442.67	100.82
443.03	-12.60
443.39	25.21
443.74	-25.21
444.10	-20.16
444.46	63.01
444.82	42.85
445.18	138.63
445.53	-40.33
445.89	-65.53
446.25	2.52
446.61	45.37
446.96	-20.16
447.32	-40.33
447.68	7.56
448.04	42.85
448.40	-2.52
448.75	27.73
449.11	-85.70
449.47	47.89
449.83	133.59
450.18	35.29
450.54	2.52
450.90	5.04
451.25	115.95
451.61	-42.85
451.97	20.16
452.33	-45.37
452.68	65.53
453.04	40.33
453.40	-20.16
453.75	30.25
454.11	-85.70
454.47	47.89
454.83	-78.14
455.18	-42.85
455.54	30.25
455.90	-40.33
456.25	0.00
456.61	5.04
456.97	25.21
457.32	-27.73
457.68	20.16
458.04	32.77
458.39	-126.03
458.75	-73.10
459.11	194.08
459.46	37.81
459.82	-57.97
460.17	-55.45
460.53	-30.25
460.89	47.89
461.24	-30.25
461.60	27.73
461.96	-10.08
462.31	-75.62
462.67	37.81
463.02	47.89
463.38	168.88
463.74	-2.52
464.09	-70.58
464.45	90.74
464.80	27.73
465.16	-83.18
465.51	-95.78
465.87	-73.10
466.23	-65.53
466.58	-35.29
466.94	32.77
467.29	-50.41
467.65	60.49
468.00	-32.77
468.36	27.73
468.71	73.10
469.07	-70.58
469.42	73.10
469.78	-10.08
470.13	-88.22
470.49	-37.81
470.85	-52.93
471.20	-37.81
471.56	-105.86
471.91	78.14
472.27	2.52
472.62	-25.21
472.98	75.62
473.33	12.60
473.68	-22.69
474.04	-5.04
474.39	-78.14
474.75	-37.81
475.10	50.41
475.46	-55.45
475.81	-12.60
476.17	103.34
476.52	-63.01
476.88	-25.21
477.23	98.30
477.59	40.33
477.94	-45.37
478.29	-20.16
478.65	2.52
479.00	55.45
479.36	42.85
479.71	-25.21
480.06	-35.29
480.42	133.59
480.77	85.70
481.13	-10.08
481.48	-68.06
481.83	-57.97
482.19	-98.30
482.54	55.45
482.90	2.52
483.25	118.47
483.60	0.00
483.96	90.74
484.31	5.04
484.66	-47.89
485.02	-40.33
485.37	42.85
485.72	42.85
486.08	-50.41
486.43	-10.08
486.79	-27.73
487.14	32.77
487.49	-88.22
487.84	42.85
488.20	-25.21
488.55	27.73
488.90	0.00
489.26	-5.04
489.61	93.26
489.96	85.70
490.32	-75.62
490.67	-45.37
491.02	-90.74
491.37	-12.60
491.73	-2.52
492.08	-93.26
492.43	25.21
492.79	47.89
493.14	65.53
493.49	-20.16
493.84	-20.16
494.20	2.52
494.55	-55.45
494.90	5.04
495.25	25.21
495.61	-45.37
495.96	5.04
496.31	-108.38
496.66	5.04
497.01	-32.77
497.37	-57.97
497.72	60.49
498.07	60.49
498.42	52.93
498.77	2.52
499.13	-118.47
499.48	-47.89
499.83	73.10
500.18	47.89
500.53	115.95
500.89	-47.89
501.24	27.73
501.59	100.82
501.94	83.18
502.29	27.73
502.64	-52.93
503.00	-115.95
503.35	-45.37
503.70	-12.60
504.05	-37.81
504.40	50.41
504.75	47.89
505.10	22.69
505.45	-75.62
505.81	-10.08
506.16	10.08
506.51	22.69
506.86	-7.56
507.21	60.49
507.56	40.33
507.91	35.29
508.26	113.43
508.61	45.37
508.96	-22.69
509.32	-25.21
509.67	120.99
510.02	2.52
510.37	75.62
510.72	138.63
511.07	-12.60
511.42	-15.12
511.77	22.69
512.12	-25.21
512.47	-60.49
512.82	42.85
513.17	15.12
513.52	12.60
513.87	-15.12
514.22	-5.04
514.57	103.34
514.92	-27.73
515.27	105.86
515.62	181.48
515.97	-7.56
516.32	27.73
516.67	45.37
